Placement,Name,Country,Points,Wins,Losses,Ties,Record,OPW_Percent,OOPW_Percent,Deck
1421,Murat Gursoz,US,8,1,2,5,1 - 2 - 5,37.5,46.86,gardevoir
1422,Jacob Prete,US,8,2,4,2,2 - 4 - 2,37.5,44.54,alakazamdudunsparce
1423,Daniel Vono,CA,8,2,4,2,2 - 4 - 2,34.84,46.36,dragapultdusknoir
1424,Louis Gagne,CA,8,2,4,2,2 - 4 - 2,34.53,44.36,garchomp
1425,Owen McGrath,US,7,2,3,1,2 - 3 - 1 drop,66.67,49.4,zoroark
1426,Ryan Harrington,US,7,2,3,1,2 - 3 - 1 drop,66.67,46.3,gholdengolunatone
1427,Giancarlo Bortolon,CA,7,2,3,1,2 - 3 - 1 drop,63.89,54.54,lopunny-megadusknoir
1428,Dorian Djuric,CA,7,2,3,1,2 - 3 - 1 drop,63.89,51.9,sharpedo-megatoxtricity
1429,Ryan Graywacz,US,7,2,3,1,2 - 3 - 1 drop,61.11,48.99,zoroark
1430,Michael Outler,US,7,2,3,1,2 - 3 - 1 drop,60.83,50.92,gardevoirjellicent
1431,Joseph Hong,US,7,2,3,1,2 - 3 - 1 drop,60.28,49.49,dragapultdusknoir
1432,Andrew Dookram,CA,7,2,3,1,2 - 3 - 1 drop,59.72,49.31,joltikpikachu
1433,Matthew Young,CA,7,2,3,1,2 - 3 - 1 drop,59.72,47.82,gholdengolunatone
1434,Ewing Leung,CA,7,2,3,1,2 - 3 - 1 drop,59.72,47.81,gholdengolunatone
1435,Edward Valencia,US,7,2,3,1,2 - 3 - 1 drop,59.72,47.48,gardevoirjellicent
1436,Landon Howard,US,7,2,3,1,2 - 3 - 1 drop,58.33,50.65,sharpedo-megatoxtricity
1437,Pablo Mercado,CA,7,2,3,1,2 - 3 - 1 drop,58.33,49.91,gardevoir
1438,Lucas Rodrigues,US,7,2,3,1,2 - 3 - 1 drop,58.33,48.06,noctowlogerpon-wellspring
1439,Jarred Ingersoll,US,7,2,3,1,2 - 3 - 1 drop,58.33,46.81,gholdengolunatone
1440,ryan thorne,CA,7,2,3,1,2 - 3 - 1 drop,57.5,49.02,alakazamdudunsparce
1441,James Ribis,US,7,2,2,1,2 - 2 - 1 drop,57.0,51.4,charizarddragapult
1442,Frank Masi,US,7,2,3,1,2 - 3 - 1 drop,56.94,53.17,froslassmunkidori
1443,James McDaid,US,7,2,3,1,2 - 3 - 1 drop,56.94,49.58,gholdengolunatone
1444,Noah Dove-Smith,CA,7,2,3,1,2 - 3 - 1 drop,56.94,47.78,gholdengolunatone
1445,Justin Li,CA,7,2,3,1,2 - 3 - 1 drop,56.94,47.26,grimmsnarlfroslass
1446,Josh Noah,US,7,2,4,1,2 - 4 - 1 drop,56.46,49.45,noctowlogerpon-wellspring
1447,Lucas Ma,CA,7,2,3,1,2 - 3 - 1 drop,56.39,48.56,noctowlogerpon-wellspring
1448,Ali Hakimi,LB,7,2,3,1,2 - 3 - 1 drop,55.83,53.62,pidgeot
1449,Stjepan Peharda,US,7,2,3,1,2 - 3 - 1 drop,55.56,49.04,dragapultdusknoir
1450,Christopher Gonzalez,US,7,2,3,1,2 - 3 - 1 drop,55.56,48.66,kangaskhan-megabouffalant
1451,Jesse Woods,CA,7,2,3,1,2 - 3 - 1 drop,55.56,48.56,gholdengotyphlosion
1452,Luke Guido,CA,7,2,3,1,2 - 3 - 1 drop,55.56,47.59,charizardpidgeot
1453,Nicholas Hacquebord,US,7,2,4,1,2 - 4 - 1 drop,55.1,47.25,gardevoirjellicent
1454,Adam Chois,US,7,2,3,1,2 - 3 - 1 drop,55.0,50.95,dragapultdusknoir
1455,Lukasz Ramsay,CA,7,2,3,1,2 - 3 - 1 drop,55.0,50.95,gholdengolunatone
1456,Sean Thomas Erlington,CA,7,2,4,1,2 - 4 - 1 drop,54.69,45.04,gholdengolunatone
1457,James McCreedy,CA,7,2,3,1,2 - 3 - 1 drop,54.17,52.92,gholdengolunatone
1458,Amir Asgarali,CA,7,2,3,1,2 - 3 - 1 drop,54.17,49.77,gholdengolunatone
1459,Emmanuel Abraha,CA,7,2,3,1,2 - 3 - 1 drop,54.17,47.92,dragapultdusknoir
1460,Karl Mattern,CA,7,2,2,1,2 - 2 - 1 drop,54.0,52.4,dragapultdusknoir
1461,Casey Bennink,US,7,2,3,1,2 - 3 - 1 drop,53.61,46.6,gardevoirjellicent
1462,Ronald Sharpsteen,US,7,2,3,1,2 - 3 - 1 drop,53.06,45.38,lucario-megahariyama
1463,Daymon Baird-Morton,CA,7,2,3,1,2 - 3 - 1 drop,52.78,55.51,charizardnoctowl
1464,Jenna Welsh,CA,7,2,3,1,2 - 3 - 1 drop,52.78,52.33,gholdengolunatone
1465,Jonathan Green,CA,7,2,3,1,2 - 3 - 1 drop,52.78,51.99,absol-megakangaskhan-mega
1466,Jakob Friedman,US,7,2,3,1,2 - 3 - 1 drop,52.78,49.91,absol-megakangaskhan-mega
1467,douglas dillin,US,7,2,4,1,2 - 4 - 1 drop,52.55,50.12,gholdengolunatone
1468,Alec Pinson,US,7,2,4,1,2 - 4 - 1 drop,52.55,48.8,gholdengolunatone
1469,Justin Stites,US,7,2,3,1,2 - 3 - 1 drop,52.22,47.7,gholdengolunatone
1470,Carleigh Young,US,7,2,3,1,2 - 3 - 1 drop,52.22,45.17,zacian-crownedsnorlax
1471,Jonathan Chan,US,7,2,4,1,2 - 4 - 1 drop,51.9,48.44,greninja
1472,Chris Catalano,CA,7,2,3,1,2 - 3 - 1 drop,51.67,45.8,gholdengolunatone
1473,Tyler Mathews,US,7,2,3,1,2 - 3 - 1 drop,51.39,49.92,lopunny-megadusknoir
1474,Michael Hunter,IE,7,2,5,1,2 - 5 - 1,51.34,49.85,gardevoir
1475,William Benson-Pilon,CA,7,2,5,1,2 - 5 - 1,51.34,48.14,gholdengolunatone
1476,Troy Campbell,US,7,2,3,1,2 - 3 - 1 drop,51.11,50.06,roaring-moon
1477,Junoh Loy,CA,7,2,5,1,2 - 5 - 1,51.04,50.87,gholdengolunatone
1478,Ben Dobberstein,US,7,2,3,1,2 - 3 - 1 drop,50.83,52.55,gholdengolunatone
1479,Devin Nguyen,CA,7,2,3,1,2 - 3 - 1 drop,50.83,48.72,charizardnoctowl
1480,Caroline Dochez,CA,7,1,3,4,1 - 3 - 4,50.78,43.79,dragapultdusknoir
1481,Tyler Tasch,US,7,2,3,1,2 - 3 - 1 drop,50.69,53.24,gholdengolunatone
1482,Daniel Sutch,US,7,2,4,1,2 - 4 - 1 drop,50.51,48.35,dragapultdusknoir
1483,Bryan Hunter,US,7,2,3,1,2 - 3 - 1 drop,50.0,49.42,froslassmunkidori
1484,Austin Brodeur,CA,7,2,4,1,2 - 4 - 1 drop,50.0,48.56,kangaskhan-megabouffalant
1485,Isabella Greet,US,7,2,3,1,2 - 3 - 1 drop,50.0,45.95,gardevoir
1486,Shyane Wiegers,CA,7,2,3,1,2 - 3 - 1 drop,49.72,53.19,charizardnoctowl
1487,Frank Thorne,CA,7,2,5,1,2 - 5 - 1,49.06,50.78,charizardpidgeot
1488,Joseph Bisaillon,US,7,2,4,1,2 - 4 - 1 drop,48.98,48.08,gholdengolunatone
1489,Étienne Chabot,CA,7,2,3,1,2 - 3 - 1 drop,48.61,52.91,gholdengolunatone
1490,Rene Mejia,US,7,2,4,1,2 - 4 - 1 drop,48.57,48.39,ho-oharmarouge
1491,Liam Dunn,CA,7,2,5,1,2 - 5 - 1,48.44,46.16,gardevoirjellicent
1492,Max Elsass,US,7,2,3,1,2 - 3 - 1 drop,48.33,53.04,gholdengolunatone
1493,Jason Blacquiere,CA,7,2,3,1,2 - 3 - 1 drop,48.33,50.61,ho-oharmarouge
1494,Fanni Horvath,US,7,1,3,4,1 - 3 - 4,48.18,45.5,dragapultdusknoir
1495,Adrian Pui,CA,7,2,4,1,2 - 4 - 1 drop,48.13,52.36,gardevoir
1496,Marc-Olivier Duval,CA,7,2,3,1,2 - 3 - 1 drop,48.06,49.99,grimmsnarlfroslass
1497,Layla Merritt,US,7,2,4,1,2 - 4 - 1 drop,47.96,46.89,dragapultdusknoir
1498,Christopher Garcia,US,7,2,4,1,2 - 4 - 1 drop,47.82,48.15,joltikpikachu
1499,Jonathan Roy,CA,7,2,4,1,2 - 4 - 1 drop,47.79,46.95,charizardnoctowl
1500,Victoria Barry,US,7,2,5,1,2 - 5 - 1,47.66,45.85,gholdengolunatone
1501,Max Kerby,US,7,2,4,1,2 - 4 - 1 drop,47.28,51.82,zoroark
1502,Chris Wilkinson,US,7,2,3,1,2 - 3 - 1 drop,47.22,50.85,gardevoirjellicent
1503,Mustafa Tobah,US,7,2,3,1,2 - 3 - 1 drop,47.22,46.3,gardevoir
1504,Maximus Tran Tran,US,7,2,3,1,2 - 3 - 1 drop,47.22,45.79,gholdengolunatone
1505,Matthew Kish,US,7,2,4,1,2 - 4 - 1 drop,47.11,47.24,gholdengolunatone
1506,Dan Benipayo,US,7,2,4,1,2 - 4 - 1 drop,47.04,45.63,greninja
1507,Justin Thompson,CA,7,2,2,1,2 - 2 - 1 drop,47.0,51.58,gholdengolunatone
1508,Sammy Gardner-Bell,CA,7,2,5,1,2 - 5 - 1,46.76,50.76,raging-boltogerpon
1509,Joshua Knudson,US,7,2,3,1,2 - 3 - 1 drop,46.67,49.7,charizardnoctowl
1510,Sherwin Lam,CA,7,2,3,1,2 - 3 - 1 drop,46.67,47.73,gholdengolunatone
1511,Francesco Scaglione,CA,7,2,5,1,2 - 5 - 1,46.09,45.81,zoroark
1512,Dominic Venezian,US,7,2,3,1,2 - 3 - 1 drop,45.83,50.29,dragapultdusknoir
1513,Juniper Hertel,CA,7,2,3,1,2 - 3 - 1 drop,45.83,47.73,charizardnoctowl
1514,Nicholas Chiang,CA,7,2,4,1,2 - 4 - 1 drop,45.41,50.7,gholdengolunatone
1515,Christopher Hayes,US,7,2,5,1,2 - 5 - 1,45.31,45.15,lucario-megahariyama
1516,Michael Cornwall,UK,7,2,3,1,2 - 3 - 1 drop,45.28,44.57,charizardpidgeot
1517,Alonso Avella Sanchez,US,7,2,5,1,2 - 5 - 1,45.16,44.14,gholdengolunatone
1518,Peter Agopian,US,7,2,5,1,2 - 5 - 1,44.53,48.31,gholdengolunatone
1519,Yuehua (Tony) Liu,CA,7,2,5,1,2 - 5 - 1,44.53,47.14,gardevoirjellicent
1520,Joshua John Dagan,CA,7,2,5,1,2 - 5 - 1,44.53,45.25,charizardpidgeot
1521,Niko Jones,CA,7,2,5,1,2 - 5 - 1,44.53,42.06,zoroark
1522,Ginger Rock,US,7,2,3,1,2 - 3 - 1 drop,44.44,50.51,venusaur-mega
1523,Mitchell Pehora,CA,7,2,3,1,2 - 3 - 1 drop,44.44,48.51,charizardnoctowl
1524,Mitch Watson,CA,7,2,3,1,2 - 3 - 1 drop,44.44,47.48,gholdengolunatone
1525,Maximino Mendez,US,7,2,4,1,2 - 4 - 1 drop,44.39,47.2,charizardnoctowl
1526,Joshua Chigbrow,US,7,2,5,1,2 - 5 - 1,44.27,45.76,gholdengolunatone
1527,Kim Stewart,IE,7,1,3,4,1 - 3 - 4,44.12,45.52,charizardpidgeot
1528,andrew amistad,CA,7,2,5,1,2 - 5 - 1,44.11,48.52,gholdengolunatone
1529,stanley wong,US,7,2,3,1,2 - 3 - 1 drop,43.89,49.98,dragapultdusknoir
1530,Hanna Thorne,CA,7,2,5,1,2 - 5 - 1,43.75,47.08,garchomp
1531,Shicong Zhao,US,7,2,5,1,2 - 5 - 1,43.75,46.27,dragapultdusknoir
1532,Jeshua Contreras,US,7,2,4,1,2 - 4 - 1 drop,43.71,47.3,dragapultdusknoir
1533,DyllanRobert Wloch,US,7,2,4,1,2 - 4 - 1 drop,43.47,51.07,ceruledge
1534,Liam Corrigan-Ross,CA,7,2,4,1,2 - 4 - 1 drop,43.4,46.18,charizardnoctowl
1535,Joshua Giorgione,US,7,2,4,1,2 - 4 - 1 drop,43.37,48.0,charizardnoctowl
1536,Ian Perras,US,7,2,4,1,2 - 4 - 1 drop,43.16,48.17,alakazamdudunsparce
1537,Jean-Philippe Moreau,CA,7,1,3,4,1 - 3 - 4,43.07,46.88,dragapultdusknoir
1538,Ellen Johnston,CA,7,2,3,1,2 - 3 - 1 drop,43.06,53.26,dragapultdusknoir
1539,Johan Wong,CA,7,2,5,1,2 - 5 - 1,42.97,45.34,dragapultdusknoir
1540,Andrew Mease,US,7,2,4,1,2 - 4 - 1 drop,42.86,48.83,absol-megakangaskhan-mega
1541,Sunny Le,CA,7,2,3,1,2 - 3 - 1 drop,42.5,50.38,gardevoir
1542,Tyler Funk,US,7,2,3,1,2 - 3 - 1 drop,42.5,46.58,zoroark
1543,Tiger Hickman,US,7,2,4,1,2 - 4 - 1 drop,42.35,50.4,charizardnoctowl
1544,Christopher Mellone,US,7,2,4,1,2 - 4 - 1 drop,42.35,43.55,charizardnoctowl
1545,Giancarlo Espinosa,CA,7,2,3,1,2 - 3 - 1 drop,42.22,49.59,dragapultdusknoir
1546,Emmanuel Ouellet,CA,7,2,5,1,2 - 5 - 1,42.19,47.42,gholdengolunatone
1547,Matthew Armstrong,CA,7,2,5,1,2 - 5 - 1,42.14,49.59,sharpedo-megatoxtricity
1548,Max Cann,CA,7,0,1,7,0 - 1 - 7,41.93,46.99,pidgeot
1549,Adam Lester,US,7,2,3,1,2 - 3 - 1 drop,41.67,49.88,noctowlogerpon-wellspring
1550,Hiroshi Takeda,JP,7,2,3,1,2 - 3 - 1 drop,41.67,48.52,absol-megakangaskhan-mega
1551,Corey Raymer,US,7,2,3,1,2 - 3 - 1 drop,41.67,47.0,gardevoirjellicent
1552,Ben Rozon,CA,7,2,3,1,2 - 3 - 1 drop,41.67,45.62,gardevoirjellicent
1553,Benjamin Hendershott,US,7,2,3,1,2 - 3 - 1 drop,41.11,46.72,dragapultdusknoir
1554,Audrey Archambault,CA,7,2,4,1,2 - 4 - 1 drop,41.02,50.06,gholdengolunatone
1555,Darian Spencer,US,7,2,4,1,2 - 4 - 1 drop,41.02,46.71,charizardnoctowl
1556,Alex Kilayko,CA,7,2,5,1,2 - 5 - 1,40.78,44.14,roaring-moon
1557,Nicolas Bernier-Gagnon,CA,7,2,5,1,2 - 5 - 1,40.4,48.19,absol-megakangaskhan-mega
1558,Ethan Wilde,UK,7,2,3,1,2 - 3 - 1 drop,40.28,52.95,gardevoir
1559,Ian Rettger,US,7,2,3,1,2 - 3 - 1 drop,40.28,49.38,gholdengolunatone
1560,Jeffrey Thompson,US,7,2,5,1,2 - 5 - 1,40.1,42.36,charizard
1561,PJ Witusik,US,7,2,5,1,2 - 5 - 1,39.84,48.57,zoroark
1562,Luca Albia,CA,7,2,5,1,2 - 5 - 1,39.84,45.46,charizardpidgeot
1563,Brianna Barron,CA,7,2,5,1,2 - 5 - 1,39.84,43.72,hydrappleogerpon
1564,Hong Yau Chong,US,7,1,3,4,1 - 3 - 4,39.58,43.06,dragapultdusknoir
1565,Taiyue Li,CN,7,2,4,1,2 - 4 - 1 drop,39.52,54.03,dragapultdusknoir
1566,James Thompson,US,7,2,5,1,2 - 5 - 1,39.11,46.49,alakazamdudunsparce
1567,Robert Jarquin,CA,7,2,5,1,2 - 5 - 1,38.68,47.5,gholdengolunatone
1568,Ryan Borho,CA,7,2,5,1,2 - 5 - 1,38.48,46.83,dragapultdusknoir
1569,Raymond Chiang,CA,7,2,5,1,2 - 5 - 1,38.43,43.98,hydreigon
1570,Sabrina Farah,CA,7,2,5,1,2 - 5 - 1,38.24,45.19,gholdengolunatone
1571,Michael Sikalevski,CA,7,2,5,1,2 - 5 - 1,38.13,45.01,gardevoir
1572,Jessica Blackwell,US,7,1,3,4,1 - 3 - 4,37.81,46.06,gholdengolunatone
1573,Justin De leeuw,CA,7,2,5,1,2 - 5 - 1,37.81,45.1,gholdengolunatone
1574,Ben LoPiccolo,CA,7,2,5,1,2 - 5 - 1,37.81,44.78,slowking
1575,Mac Zhang,CA,7,2,5,1,2 - 5 - 1,37.08,45.74,dragapultdusknoir
1576,Alejandro Arce,US,7,2,3,1,2 - 3 - 1 drop,36.94,47.79,gholdengolunatone
1577,Alex Rubio,US,7,2,5,1,2 - 5 - 1,36.56,46.22,ceruledge
1578,Patrick Cook,CA,7,2,3,1,2 - 3 - 1 drop,36.39,44.2,gardevoir
1579,Tristan Wilkins,US,7,2,3,1,2 - 3 - 1 drop,35.83,47.63,lopunny-megadusknoir
1580,Allen Ibrahim,US,7,2,5,1,2 - 5 - 1,35.47,42.51,grimmsnarlfroslass
1581,Ian Aviles,US,7,2,5,1,2 - 5 - 1,35.16,47.71,dragapultdusknoir
1582,jiles almond,CA,7,2,5,1,2 - 5 - 1,34.9,46.48,dragapultcharizard
1583,Ryan Leduc,CA,7,2,5,1,2 - 5 - 1,34.43,43.37,sharpedo-megatoxtricity
1584,Robert Kominek,CA,7,2,5,1,2 - 5 - 1,33.21,43.8,archaludon
1585,Connor Bouchard,US,6,2,2,0,2 - 2 - 0 drop,71.88,50.78,charizardnoctowl
1586,Max DaSilva,US,6,2,3,0,2 - 3 - 0 drop,66.0,46.2,charizardnoctowl
1587,Jashan Gharyal,CA,6,2,2,0,2 - 2 - 0 drop,65.63,44.53,joltikpikachu
1588,kyle jones,US,6,2,3,0,2 - 3 - 0 drop,64.0,53.0,lopunny-megadusknoir
1589,Mark Kelley,US,6,2,3,0,2 - 3 - 0 drop,64.0,47.8,gholdengolunatone
1590,Jonathon Bourque,CA,6,2,4,0,2 - 4 - 0 drop,63.89,52.45,charizardnoctowl
1591,Dillon Quick,CA,6,1,2,3,1 - 2 - 3 drop,63.89,47.92,zoroark
1592,Erin Arcaina,US,6,2,3,0,2 - 3 - 0 drop,63.0,48.75,zoroark
1593,Mauricio Alcaino,CA,6,2,3,0,2 - 3 - 0 drop,62.0,46.2,gholdengolunatone
1594,Luke Migas,CA,6,2,4,0,2 - 4 - 0 drop,61.11,51.71,greninja
1595,Jaydon-Tam Do,CA,6,2,3,0,2 - 3 - 0 drop,61.0,50.4,gardevoirjellicent
1596,Riyad Mechel,CA,6,2,3,0,2 - 3 - 0 drop,61.0,48.83,gholdengolunatone
1597,Tallia Tiffin,CA,6,2,3,0,2 - 3 - 0 drop,60.0,56.2,gholdengolunatone
1598,Christopher Enriquez-Birch,CA,6,2,3,0,2 - 3 - 0 drop,60.0,48.8,zoroark
1599,Roland King,US,6,2,3,0,2 - 3 - 0 drop,60.0,48.6,gardevoir
1600,Anna Giacobbe,CA,6,2,3,0,2 - 3 - 0 drop,60.0,44.0,grimmsnarlfroslass
1601,Junwei Liang,CA,6,2,4,0,2 - 4 - 0 drop,59.72,48.1,gardevoirjellicent
1602,Robert Pompa,US,6,2,3,0,2 - 3 - 0 drop,59.0,48.63,charizardnoctowl
1603,Zeyad Khairi,CA,6,2,3,0,2 - 3 - 0 drop,59.0,47.49,charizardnoctowl
1604,Félix Huard,CA,6,2,3,0,2 - 3 - 0 drop,59.0,47.0,gardevoirjellicent
1605,Connor Finton,US,6,2,3,0,2 - 3 - 0 drop,59.0,45.2,gholdengolunatone
1606,Rob Swiencki,US,6,2,3,0,2 - 3 - 0 drop,58.67,52.36,dragapultdusknoir
1607,Erich Francis,US,6,2,3,0,2 - 3 - 0 drop,58.0,47.6,zoroark
1608,Marquis Blue,US,6,2,3,0,2 - 3 - 0 drop,57.0,53.75,zoroark
1609,Serena Shafer,US,6,2,3,0,2 - 3 - 0 drop,57.0,51.4,grimmsnarlfroslass
1610,Emiliano Chavez,US,6,2,3,0,2 - 3 - 0 drop,57.0,50.4,typhlosion
1611,Jose de Jesus Rodriguez Rivas,US,6,2,3,0,2 - 3 - 0 drop,57.0,49.8,gholdengolunatone
1612,Jiacheng Chen,CA,6,2,3,0,2 - 3 - 0 drop,57.0,46.29,gholdengolunatone
1613,Edward Kuang,CA,6,2,4,0,2 - 4 - 0 drop,56.94,52.81,miraidoneelektrik
1614,Ethan Cain,CA,6,2,3,0,2 - 3 - 0 drop,56.0,50.33,charizardpidgeot
1615,Isaiah Flores,CA,6,2,3,0,2 - 3 - 0 drop,56.0,48.6,dragapultcharizard
1616,Kelsy Rivera,CA,6,2,4,0,2 - 4 - 0 drop,55.56,58.91,manectric-megaeelektrik
1617,Henderson Gentillon,US,6,1,2,3,1 - 2 - 3 drop,55.56,50.81,dragapultdusknoir
1618,Jane Kiger,US,6,2,4,0,2 - 4 - 0 drop,55.56,48.61,gardevoirjellicent
1619,Rhys Peck,CA,6,2,3,0,2 - 3 - 0 drop,55.0,52.25,noctowlogerpon-wellspring
1620,Brandon Roman,US,6,2,3,0,2 - 3 - 0 drop,55.0,52.0,gholdengolunatone
1621,Matt Menyo,US,6,2,3,0,2 - 3 - 0 drop,55.0,49.35,gholdengolunatone
1622,Sebastion Heilman,US,6,2,3,0,2 - 3 - 0 drop,55.0,48.4,gholdengolunatone
1623,Ammar Faisal,US,6,2,4,0,2 - 4 - 0 drop,54.17,48.1,raging-boltogerpon
1624,Anthony Balko,US,6,2,4,0,2 - 4 - 0 drop,54.17,46.76,zoroark
1625,Joseph Cajas,US,6,2,4,0,2 - 4 - 0 drop,54.17,45.23,absol-megakangaskhan-mega
1626,Claudio Marricco,CA,6,2,4,0,2 - 4 - 0 drop,54.17,45.05,charizardnoctowl
1627,Joel Dear,CA,6,1,3,3,1 - 3 - 3 drop,54.08,46.94,gholdengolunatone
1628,Narelle Bailey,CA,6,2,2,0,2 - 2 - 0 drop,53.13,50.0,raging-boltogerpon
1629,Jared Dodds,CA,6,2,2,0,2 - 2 - 0 drop,53.13,49.22,charizardnoctowl
1630,Jetson Liu,US,6,2,3,0,2 - 3 - 0 drop,53.0,55.51,zoroark
1631,Matthew A Brousseau,US,6,2,3,0,2 - 3 - 0 drop,53.0,52.51,absol-megakangaskhan-mega
1632,Walter Pereyra,US,6,2,3,0,2 - 3 - 0 drop,53.0,50.75,iron-handsmagneton
1633,Michael Belfer,US,6,2,3,0,2 - 3 - 0 drop,53.0,48.95,charizardnoctowl
1634,Robert McCann,CA,6,2,3,0,2 - 3 - 0 drop,53.0,45.77,dragapultdusknoir
1635,Tyler Loree,CA,6,2,3,0,2 - 3 - 0 drop,53.0,45.58,kangaskhan-megabouffalant
1636,Brayden Hu,CA,6,2,4,0,2 - 4 - 0 drop,52.78,50.65,gardevoir
1637,Griffin Chiang,CA,6,2,4,0,2 - 4 - 0 drop,52.78,47.36,sharpedo-megatoxtricity
1638,Samuel Thibodeau,CA,6,1,2,3,1 - 2 - 3 drop,52.5,46.96,zoroark
1639,Gilad Tal,US,6,2,4,0,2 - 4 - 0 drop,52.5,45.27,hydrappleogerpon
1640,David Matte,CA,6,2,5,0,2 - 5 - 0 drop,52.21,47.89,ceruledge
1641,Isaiah Jacques,US,6,2,3,0,2 - 3 - 0 drop,52.0,49.11,gholdengolunatone
1642,Ryan Chin,US,6,2,3,0,2 - 3 - 0 drop,52.0,49.0,gholdengolunatone
1643,Alexander Crean,US,6,2,3,0,2 - 3 - 0 drop,51.67,54.84,absol-megakangaskhan-mega
1644,Zack Taylor,US,6,2,4,0,2 - 4 - 0 drop,51.39,48.59,ho-oharmarouge
1645,Eugene Carie,US,6,1,3,3,1 - 3 - 3 drop,51.02,51.03,kangaskhan-megabouffalant
1646,Victor Ghibu,CA,6,2,3,0,2 - 3 - 0 drop,51.0,52.8,charizardnoctowl
1647,Cameron Whitehead,CA,6,2,3,0,2 - 3 - 0 drop,51.0,51.6,dragapultdusknoir
1648,marcelo sanchez,CA,6,1,1,3,1 - 1 - 3 drop,51.0,49.98,charizardpidgeot
1649,Bryan Bare,US,6,2,3,0,2 - 3 - 0 drop,51.0,49.85,charizardpidgeot
1650,Alexander Adams Hsu,US,6,2,3,0,2 - 3 - 0 drop,51.0,48.8,gardevoirjellicent
1651,Zachery Miller,US,6,2,3,0,2 - 3 - 0 drop,51.0,47.4,dragapultdusknoir
1652,Ethan Gumban,CA,6,2,3,0,2 - 3 - 0 drop,51.0,45.21,dragapultdusknoir
1653,Kevin Robinson,US,6,1,1,3,1 - 1 - 3 drop,50.67,52.36,chien-paobaxcalibur
1654,Ralo Flores,US,6,2,5,0,2 - 5 - 0 drop,50.51,47.92,gholdengolunatone
1655,Emily Raymond,CA,6,1,1,3,1 - 1 - 3 drop,50.0,53.49,dragapultcharizard
1656,Alec Geissler,US,6,2,3,0,2 - 3 - 0 drop,50.0,47.78,dragapultdusknoir
1657,Mike Moskal,US,6,2,3,0,2 - 3 - 0 drop,50.0,47.2,charizardpidgeot
1658,Guglielmo Micieli,CA,6,2,4,0,2 - 4 - 0 drop,49.72,44.46,gholdengolunatone
1659,David Fernandez,MX,6,2,5,0,2 - 5 - 0 drop,49.49,51.95,gholdengolunatone
1660,Jalal Abokhabsa,CA,6,1,2,3,1 - 2 - 3 drop,49.44,46.67,dragapultdusknoir
1661,Michael Breidenbach,US,6,2,4,0,2 - 4 - 0 drop,49.17,49.98,charizardnoctowl
1662,Gledy Barradas-Grullon,CA,6,1,1,3,1 - 1 - 3 drop,49.0,56.3,gholdengojoltik
1663,Corey Day,US,6,2,3,0,2 - 3 - 0 drop,49.0,50.65,charizardnoctowl
1664,Taha Muhammad-Ali,US,6,1,1,3,1 - 1 - 3 drop,49.0,50.03,zoroark
1665,Jake Ewart,US,6,2,3,0,2 - 3 - 0 drop,49.0,48.2,alakazamdudunsparce
1666,Aidan Tattersall,CA,6,2,3,0,2 - 3 - 0 drop,49.0,47.8,dragapultdusknoir
1667,Logan Fallick,US,6,2,3,0,2 - 3 - 0 drop,49.0,47.8,raging-boltogerpon
1668,Patrick Jones,CA,6,2,4,0,2 - 4 - 0 drop,48.61,52.96,dragapultdusknoir
1669,Logan Washburn,US,6,2,4,0,2 - 4 - 0 drop,48.61,48.33,dragapultdusknoir
1670,Edward Nguyen,US,6,2,4,0,2 - 4 - 0 drop,48.61,48.33,gardevoir
1671,Mohammad Nayfeh,CA,6,2,4,0,2 - 4 - 0 drop,48.61,48.19,gholdengolunatone
1672,Chenghao Yang,CN,6,2,3,0,2 - 3 - 0 drop,48.0,53.66,gholdengolunatone
1673,Jose Munoz,US,6,2,3,0,2 - 3 - 0 drop,48.0,49.6,dragapultcharizard
1674,Travis Rowley,US,6,2,3,0,2 - 3 - 0 drop,48.0,49.55,gardevoirjellicent
1675,Nathan Stover,CA,6,2,3,0,2 - 3 - 0 drop,48.0,49.2,slaking
1676,Jason Figueiredo,CA,6,2,5,0,2 - 5 - 0 drop,47.96,44.71,dragapultdusknoir
1677,Jason Kim,US,6,2,5,0,2 - 5 - 0 drop,47.79,45.01,pidgeot
1678,Constantine Kontogiannis,CA,6,2,5,0,2 - 5 - 0 drop,47.45,48.31,charizardnoctowl
1679,Michael Formanek,US,6,2,4,0,2 - 4 - 0 drop,47.22,53.59,charizardnoctowl
1680,Geoff Lockett,CA,6,1,2,3,1 - 2 - 3 drop,47.22,45.93,charizardpidgeot
1681,Geoffrey Manns,CA,6,2,3,0,2 - 3 - 0 drop,47.0,51.78,gardevoirjellicent
1682,Aryaan Sheth,CA,6,2,3,0,2 - 3 - 0 drop,47.0,50.6,dragapultdusknoir
1683,Danny Thach,US,6,2,3,0,2 - 3 - 0 drop,47.0,48.58,gholdengolunatone
1684,Leonardo Santiago,US,6,2,3,0,2 - 3 - 0 drop,47.0,46.4,dragapultdusknoir
1685,Joshua Manguba,CA,6,2,3,0,2 - 3 - 0 drop,47.0,44.8,noctowlogerpon-wellspring
1686,BENJAMIN E CALDERON,US,6,1,2,3,1 - 2 - 3 drop,46.94,46.15,dragapultdusknoir
1687,Lindsay Berkebile,US,6,2,6,0,2 - 6 - 0,46.21,49.35,gholdengolunatone
